id,user_id,movie_id,title,rating,content,date
rw9043637,ur95185680,tt0066763," Na hua tha or na kabhi hoga aisa superstar
",9,"Aaradhna one of the first diamond jublee blockbuster movie that starts Rajesh khanna superstardom on box office this movie directed by Shakti Samanta and acting by first superstar in hindi cinema shri Rajesh khanna this was outstanding story based and kishor kumar songs Mindblowing magic that rajesh khanna make it all time blockbuster movie this is 1969 magic starts by First superstar in india that unbeatable records and create new mildstone in india that is called superstar
Rajesh khanna worked 180 movies within 180 movies 110 solo actor and within 110 hits out of 180 40 superhits ( silver jublee) 20 blockbusters (golden jublee) this solo actor also named on superstar Rajesh khanna.",9 May 2023
rw8699802,ur159303782,tt0066763," One of the best movies I've ever watched.
",10,"The direction, music, screenplay everything about this movie is so amazing.Every actor has done their party pretty nicely and has done justice to their role.The story was so heart touching and moving that by the end of the movie I was literally crying. Every single dialogue seemed to have an impact on me. Every character was so relatable or at least all the relations shown were so relatable.The acting from Amitabh Bachhan, Lalita Panwar and all the other supporting actors was pretty awesome.But RAJESH KHANNA - THE SUPERSTAR has outperformed everyone. He has done the job so nicely that I don't even have words to describe it. Saying it was an amazing performance would be an understatement.This is a must watch movie and you should definitely not miss this one.",28 November 2022
rw8641893,ur90946878,tt0066763," Aye babumoshai...
",9,"'Zindagi badi honi chahiye babumoshai, lambi nahi'. I've heard this iconic line many times, but to actually listen to it, in the context of it's movie's storyline, was a different experience altogether.Anand (1971) is truly a cult classic movie. It has every element you'd expect from a cinematic masterpiece. From the dialogues to the acting, cinematography, music, direction and writing, everything was top notch. Amitabh Bachchan and especially, Rajesh Khanna nailed their respective roles. Tbh, i hadn't watched a single movie of Rajesh Khanna before this, so i didn't knew what to expect. Yeah i've heard people calling him a 'superstar'. But now, i kinda understand why. He perfectly knows how to carry a film on his own shoulders. His character was written very well, along with his dialogues. They were truly funny, hilarious and way ahead of their time imo.Other than that, there's something different you'd feel while watching this movie. It has a unique vibe. It's definitely not one of those typical bollywood movies of the 60s/70s. Finally, the ending was actually emotional, and the reason being that the character development is so good that you'll eventually develop a sort of attachment/bond with the protagonist (Anand, in this case), and therefore, start to feel for him. My eyes were legit in tears during his death scene.Overall, it's a must watch. It's an excellent movie in the drama genre, and is easily comparable to the hollywood movies of the 60s and 70s.",28 October 2022
rw8302691,ur36955306,tt0066763," A timeless classic. 11/10
",10,"This movie is timeless. Top drawer acting by Rajesh Khanna and Amitabh Bachchan, strongly supported by an amazing script, dialogues and music. If there is 1 Indian/Hindi movie, you plan to watch, this should be it.",5 July 2022
rw8300194,ur43168753,tt0066763," Movie that makes me want to be a better person !!
",9,"This movie is made from the heart and for the heart. One of the few movies that have been made that teaches you how to live and love others no matter what. This message was beautifully conveyed by Hrishida, portrayed by Rajesh Khanna, Amitabh, Johnnie Walker and all supporting actors. Melodious songs to remember for decades. While surfing the channels if I come across this movie I stop and watch to remind myself how to live.",4 July 2022
rw8051979,ur2898520,tt0066763," Bollywood film
",8,"Dr. Bhaskar Banerjee wins an award for his first book. He reveals that his protagonist Anand is not fictional but was in fact a patient with terminal cancer. When they first met, he is surprised to find Anand overjoyed in love with life. In the end, the doctor is the one who is getting treated as Anand aims to live his life to the fullest.This is an early Bollywood film. It may be one of the earliest one for me. It's a cross between Tuesdays with Morrie and reverse Patch Adams. It's an emotional melodrama of the highest order. It is sincere. It is sweet and sad. It does go overly melodramatic at times but it may also be the style of the era and Bollywood. It's very good.",11 April 2022
rw9437301,ur172837125,tt0405159," 9
",0,"Recommended score: 9/10 (specifically 93%)Eastwood's magic, probably one of his best films and one of the most touching movies and a powerful masterpiece of the sports genre. The story revolves around a boxing trainer who takes a young tough girl under his wing and turns her into a great fighter. Clint Eastwood, did so good at making us feel and cheer for the main character and expect her too win and she doesn't and instead she breakers her spine it was shocking. I don't think that anyone saw it coming. This is why Clint's my favourite director, hes amazing at what he does. Anyway, if you haven't seen the movies watch it, its a great sports drama movie that can be enjoyed by anyone.",16 November 2023
rw9341439,ur170814955,tt0405159," A sport movie like no other
",9,"This film made a very strong impression on me. I remember sitting down to watch another typical film about sports - this time about women's boxing, which I have absolutely nothing to do with and which I was never interested in, but in the end what I got was a very strong drama. By the end of the film there was a lump in my throat and tears welling in my eyes. The film turned out to be extremely well done in terms of evoking emotions out of the viewer.I am sure that for the main character sport is not just a goal, but a method. An attempt to escape from the gray, boring, ordinary reality. She is already over 30, her youth is passing, she is very lonely, both materially and in terms of her career, she has not succeeded at all. But determination and perseverance allow her to achieve what she so strived for - self-realization, feeling like a strong and bright personality, becoming famous and remembered by many people. And this determination and perseverance does not leave her even when sport is completely out of the picture. A strong personality with a terrible fate.Hilary Swank has played her role wonderfully and deservedly received her second Oscar. I can't imagine who else could pull off this particular role so well. As for Clint Eastwood and Morgan Freeman, they may not have shown anything outstanding in the film, and their roles were quite traditional, but each of them fit the role perfectly, they looked organic, in their place.I liked this film. A lot. An emotional, well made and unforgettable movie.",25 September 2023
rw9194308,ur12008685,tt0405159," One of the great films of the 21st century.
",10,"""Million Dollar Baby"" is a cinematic masterpiece directed and starring Clint Eastwood, who also co-produced the film. Released in 2004, the movie is a sports drama that captivated both audiences and critics with its compelling story and exceptional performances.The plot revolves around Margaret ""Maggie"" Fitzgerald, brilliantly portrayed by Hilary Swank, a determined waitress with dreams of becoming a professional boxer. She seeks the help of Frankie Dunn, a grumpy boxing trainer played by Clint Eastwood, who initially refuses to train her due to prejudice against women in the sport. However, with Maggie's persistence and the assistance of Eddie ""Scrap-Iron"" Dupris, played by Morgan Freeman, Frankie agrees to train her.The film depicts Maggie's journey in the world of boxing, showcasing her victories and challenges as she rises in the amateur women's division. The relationship between Maggie and Frankie is delicately and touchingly portrayed as she becomes a true daughter to him. The chemistry between Swank and Eastwood is evident on screen, providing moments of tenderness and emotional connection.""Million Dollar Baby"" is skillfully directed by Clint Eastwood, who captures the essence of the story with sensitivity and intensity. His solid direction keeps the audience immersed in the narrative and conveys the emotion of the boxing matches in a visceral manner. The cinematography is equally impressive, with well-choreographed action sequences that convey the brutality and excitement of the sport.In addition to the standout performances by Swank and Eastwood, Morgan Freeman delivers a remarkable portrayal as Eddie, Frankie's friend and assistant. His off-screen narration guides the story in an engaging manner, adding an additional layer of depth to the film.""Million Dollar Baby"" received critical acclaim and performed admirably at the box office. The film garnered seven Oscar nominations, winning four, including Best Picture, Best Director, Best Actress for Hilary Swank, and Best Supporting Actor for Morgan Freeman. These awards are a testament to the exceptional quality of the film, which continues to be praised as one of the best movies of recent decades.In summary, ""Million Dollar Baby"" is a powerful and moving film that delves into the world of boxing to explore universal themes such as sacrifice, determination, and redemption. With exceptional performances, skillful direction, and a gripping story, this film stands as a landmark in contemporary cinema. It is a masterpiece that deserves to be appreciated and remembered as one of the great films of the 21st century.",16 July 2023
rw9151674,ur131783850,tt0405159," An absolute masterpiece
",10,"Million Dollar Baby (2004) is an Eastwood masterpiece that I recently rewatched for the first time in a long time on MAX. The storyline follows a desperate young lady and a boxing trainer who lost his contender and doesn't want to train females. The young lady convinces him that she's worth his time, thanks to some coaxing by a janitor that works at the gym. A bond is formed between the three individuals that will change their lives forever.This movie is directed by, and stars, icon Clint Eastwood (Unforgiven) and also stars Hillary Swank (P. S. I Love You), Morgan Freeman (Se7en), Jay Baruchel (Goon), Mike Colter (Luke Cage), Anthony Mackie (Avengers), Michael Peña (American Hustle) and Riki Lindhome (The Last House on the Left).This movie is an absolute gem in every way. The movie has a tremendous cast, narration and perfectly written dialogue. The storyline is unique with great subplots and unpredictable circumstances. You really get bought into the characters which makes them easy to root for and every scene more dramatic. The background music is perfectly selected and the ending is magnificent, no matter how sad it is.Overall, this is an absolute masterpiece and must see. I would score this a 10/10 and strongly recommend it.",28 June 2023
rw9106768,ur35683824,tt0405159," A film with a nuanced second layer
",8,"There are many boxing movies. Some are about boxers moving upward (""Rocky"" 1976 - 1990), some are about boxers moving downward (""Raging bull"", 1980, Martin Scorsese) and some are about corruption in the boxing business (""Body and soul"", 1947, Robert Rossen).In all of these films the boxer is a man, so ""Million dollar baby"" (2004, Clint Eastwood) about a female boxer (Maggie Fitzgerald played by Hilary Swank) is really a bold subject. Director Clint Eastwood takes an even greater risk with the ending of the film, in which Maggie asks for euthanasia when a fight has left her paralysed. There was much criticism on this ending. It would suggest that there is no quality in the life of people with a disability. In my opinion this criticism is formulated much too general. In the film it is Maggie who judges the quality of her own life herself. It is in no way suggested that the verdict would always and necessarily be on the negative.The real strength of the film however does not lie in this bold storyline. The real strength is in the relationship that grows slowly between Maggie (a waitress dreaming of a boxing career) and Frank Dunn (played by Clint Eastwood himself). Frank Dunn owns a gym and once was a boxing trainer. He quit when a pupil of him got badly injured in a fight. It takes Maggie a lot of effort to persuade Frank to become a trainer again. Knowing Frank's past makes the ending all the more poignant.Frank has lost contact with his biological daughter and Maggie has an antisocal family.During the film there evolves a sort of father - daughter relationship between the two.This second layer of the movie makes it more or less a twin film with ""Gran Torino"" (2008) within the oeuvre of Clint Eastwood. In ""Gran Torino"" the main character (also played by Eastwood himself) has also lost contact with his family and develops a grandfather - grandson relationship with one of the boys from his neighboorhood.The family of Maggie comes from the Ozark mountains. People from these region do have a bad name in the United States. In ""Million dollar baby"" their portrayal is on the verge of a caricature. For a somewhat more nuanced portrayel see ""Winter's bone"" (2010, Debra Granik).The cinematography of the boxing scenes were a little disappointing to me, but maybe we are too spoiled after ""Raging bull"". There was however another scene in which cinematographer Tom Stern did a magic job. During a nightly car ride Frank and Maggie tell each other the stories of their lives. Street lamps alternatingly illuminates their faces in a rhythm that matches the rhythm of the conversation.",7 June 2023
rw9286935,ur2863499,tt2024544," Crisp and explosive on slavery
",8,"The film world's new super-partnership of writer/director Steve McQueen and actor Michael Fassbender cannot seem to do anything wrong. This is the third time in double as many years they have come together (after Hunger and Shame), and for the third time the result is a crisp and explosive entertainment/art combo that stirs up your gut and entices your brain, this time through an unpolished rendition of slave life on a cotton farm in the American South in the mid 19th century. The story is told through Solomon Northup, a free-born African American from New York who was kidnapped by slave-traders and auctioned off into slavery, and who later wrote his memoirs about his experiences.12 Years a Slave invokes much of the same emotion as Quentin Tarantino's Django Unchained did a year ago, only without the insipid mockery. And although McQueen undoubtedly knows which strings to pull - almost too well - his attention to detail and the psychological complexity in both captors and captives justifies the at times unforgiving and overly lingering depiction of brutality and violence. McQueen obviously wants us to suffer the way his protagonist suffered, and as long as the result isn't that he rekindles anger or implies collective guilt in contemporary viewers, I'm fine with that. At any rate, his means are never ineffective or stale. Superb performances from Chiwetel Ejiofor in the title role, the aforementioned Fassbender as the sadistic slave owner, and Lupita Nyong'o as a young female slave overshadow a terribly self-conscious Brad Pitt in a somewhat anachronistic part.",27 August 2023
rw9279607,ur169663560,tt2024544," Absolutely love this
",10,"It is such an inspiring movie! I love how raw and well put it is. Really enjoyed watching this and I must say I learned a lot from it as well on America's history. Gave me an idea and background of how things were in the past. Would recommend this to anyone who enjoys a movie that's filled with emotion, romance and one's discovery to life. The way everything seems so real you'd swear you are watching everything as it happens in real life. The fact that is has romance also that adds to it the authenticity of it, giving it a bit of love story but still focusing on segregation and how it came to be.",24 August 2023
rw9247533,ur152801547,tt2024544," A must see! A reflection of the fight for genuine Freedom!
",8,"A very important, emotional, very raw, extremely heavy and sad film reflecting the true meaning of freedom as a statement. You will absolutely get emotionally affected by it.Acting is one of the best ive seen for a very long time, by every actor and Chiwetel Ejiofor does a performance of a lifetime. Aswell very good performance by Cumberbatch, Brad Pitt and Paul Dano.The film is put together very well!A reflection on the true fight for genuine freedom.Extremely well made!Filming and editing is excellent!""I dont want to survive, i wanna to live""
Manuscript is amazing! One of the best!A must see! I really recommend it!",8 August 2023
rw9238065,ur33162918,tt2024544," ""12 Years a Slave"" goes down in History by portraying with rawness, but without losing sensitivity, one of the most infamous periods of all time
",8,"This impressive episode, the life story of a man who for more than a decade fought with all his might to stay alive and thus regain his original status and return to his family in due condition, was only made known to a larger audience thanks to the interest of the star Brad Pitt, who, in addition to a special participation, at the end of the action, is also one of the producers of this film version of the homonymous book written by Solomon Northup himself. This fact - as well as the title also suggests - points in advance to an inevitable conclusion: regardless of what happened to him, Northup survived. Therefore, despite so many others in the same - or worse - situation than him, the big question here is to investigate what are the merits and differentials, whether in form or content, that distinguishes him from other similar plots so often explored before by cinema. Worldwide.Solomon's journey to regain his freedom is nothing short of harrowing. McQueen shows us slavery for what it is: merciless, painful and brutal. Families were separated, scars marked the bodies of slaves through the countless tortures they suffered, bodies were mutilated... among various evils, McQueen challenges not only the public itself to face that reality today ignored by many, but also asks, without fear, a question raised by the most resentful: would it be ethically correct to film slavery in such a way? With his film, McQueen throws this issue downhill and emphasizes the importance of the theme and the relevance of the need to still discuss it today.Going beyond the theme itself, ""12 Years a Slave"" is a film that highlights the very rottenness of human beings. Solomon is betrayed and deceived by those closest to him, he is the victim of tortures that don't even need whipping to make us agonize because they are so cruel (like the long shot where Solomon is placed hanging a few meters from the ground in a tree), and at a certain moment, is forced to flog the slave Patsey (Lupita Nyong'o) until she skins him. It's strong moments like this that mark 12 Years a Slave, since the goal is, in fact, to highlight the unknown limits of human beings, something McQueen does with praise.John Ridley's powerful script clearly establishes the ownership relationship between whites and blacks. Slaves are treated like merchandise, which must serve in rural activities, giving good results to their masters. Between lashes and humiliations, there is no differentiation of sex or physical capacity. They were bought to serve, otherwise they are punished. By exploring the forced reintegration of blacks into slavery, the script does not need didactic explanations about the system at the time. What is relevant for Ridley is to show the horror experienced by one among many other blacks at the time, trapped in an unfair and painful routine.To try to survive, Platt hides that he is literate, as the consequences would be worse. The idea is that, over time, he will conquer his masters and, who knows, be freed from slavery. But it's not that simple. The conflicts that appear will question Platt's resistance and the abuses suffered by him and his companions affect his subservience. The relationship he maintains with Patsey, experienced by newcomer Lupita Nyong'o, is delicate. In addition to being black, she is a woman, who submits to her master's excessive affection, but who would choose to die to find peace. Nyong'o, nominated for an Oscar for best supporting actress, has one of the most delicate and sensitive moments in the plot, as well as the cruelest of them.Chiwetel Ejifor intelligently embodies the protagonist. His vulnerabilities and his belief that time and justice will resolve that situation give the character the strength he needs. His relationship with his two main masters, played by Cumberbatch and Fassbender, are overwhelming, especially with the latter. Fassbender builds an obnoxious, ostentatious, intelligent type. The power he has in his hands, which goes far beyond the whip he carries, blinds him and even affects his wife, the estranged Mrs. Epps, strong participation of actress Sarah Paulson. Cumberbatch, on the other hand, an apparently good man who perhaps does not quite understand that slavery exceeds the meaning of existence, gives false hope that Platt can be saved. Also noteworthy is the participation of Brad Pitt, who is also a producer of the feature and may win his first Oscar, who appears in the last act as a breath of hope for Solomon.Meanwhile, newcomer Lupita Nyong'o suggests a world of pain by embodying a double dose of oppression: black and woman, the girl is doubly inferior. However, perceiving herself favored by the attraction she exerts on the ""owner"", she adopts the pragmatic position of submitting to live, resulting in a suffered performance that exposes the limits of a woman who perhaps prefers to die than just survive thanks to "" favors"" of a sadistic and unpredictable ""master"" - and one of the virtues of Fassbender's performance lies in his effort to avoid turning Epps into a caricature, since the subject really seems to believe that he is only exercising a role bestowed by the Bible and God.With an impeccable technical team, the grandiose locations are also valued for their detailed production design and superb costumes. Sean Bobbitt's photography, who collaborated with McQueen in his two previous films, ""Shame"" and ""Hunger"", plays with the limits of the screen and with tones, not always cold and not always warm. Featuring a beautiful soundtrack by Hans Zimmer, who substitutes tragedy for melancholy in its themes, 12 Years a Slave is also touching, as it brings several moments in which we accompany those suffering beings who surrender to the singing that would eventually become the beautiful blues (which, no wonder, is a word used to describe sadness).And if the strength of the script is evidenced by the strong performances, Steve McQueen's direction could not be more effective. The filmmaker elaborates a dynamic narrative, which never tires the audience. The always well-elaborated plans take as much meaning out of each situation as they can, either to thrill or to shock. McQueen does not spare the viewer the shock, being almost impossible not to share the pain that the film exudes. Highlight for the long shots that expose the irreparable situation of the protagonist tied to a tree, while the other slaves continue their routines ""without realizing it"". Absent from showing the passage of time with didacticism, through cards or a montage that would certainly become confusing, the ellipses are well punctuated and we see time pass through the wear and tear and appearance of the protagonist.Narrated in a traditional way by McQueen - who here is much more restrained and conventional than in his previous work, the disturbing ""Shame (2011)"" - we have here a film that will do well in a history class, but which lacks the filmic elements that the allow us to go beyond this initial impression. Everything happens in a rather novelistic progression, with a beginning, middle and end, without surprises or twists. The villains are all very well identified, and no one has the slightest doubt about who to ""root"". It's very black and white, which inevitably sounds disjointed in today's increasingly gray world.After being captured, Solomon is treated like an animal. Any viewer who has watched at least one episode of the classic miniseries Roots (1977) knows what to expect from then on. Our protagonist is mistreated, despised, offended, cruelly punished simply because his skin color is dark. At the first opportunity, since he is treated as a valuable commodity, he is sold to the highest bidder. Sent to a farm, he begins standard work, which seems to go beyond field activities. One or two disagreements later, he is transferred to another owner, this one, yes, the richer and more interesting kind - the insane red-haired farmer played by Michael Fassbender offers a light that the film has been distressing since its inception. The barbarities get worse, but when the worst is about to happen, a deus ex machina comes up with a providential solution under his arm. And as free as it all began; this story of evident despair and rare identification ends.In addition to being an exemplary cinematic experience, where language and aesthetics are perfectly developed, ""12 Years a Slave"" goes down in History by portraying with rawness, but without losing sensitivity, one of the most infamous periods of all time. Thus, Steve McQueen makes an obligatory film. The final scene, simply chilling, gives hope that one day the world will be less cruel and that love will solve most of our problems. The United States is a country of immense contradictions. And, precisely because of this, we see them atoning for their sins and guilt as a nation through cultural manifestations. Being the cinema the biggest and most popular of them, how can you not come across cases like this with a certain regularity? It is, in a deeper analysis, a correct report, which does justice to the report on which it is based, but which fails precisely for being satisfied with what is evident to it, limiting itself to what was within its reach, without dare to be creative. This fact, ultimately, is what differentiates genius from mediocre.",4 August 2023
rw9157401,ur151429796,tt2024544," Could Not Stop Sobbing
",10,"You cannot begin to imagine the pain and inhumane acts these black Americans went through. This film illustrates the truth and outlines the history of America so incredibly well. I did not dare look away as i wanted to fully understand the lengths that white people went to to turn black people into abused animals. It was horrid. Amazingly represented by incredible actors. I could not feel anything but sorrow for all characters that were forced into slavery, even after freedom was already obtained. The fact that this is a true story breaks my heart even further. This movie must be watched by every human to fully grasp the history that occurred around the 1850s to black people and why equity is begged for by many many Americans and others around the world.",1 July 2023
rw9540057,ur62318327,tt0103064," James Cameron + Arnold Schwarzenegger = an unbeatable combination
",9,"The Governator is back - and this time around, his Terminator (who still isn't much of a conversationalist) is the good guy.The plot is fairly similar: Terminator goes back in time to kill John Connor (after failing to kill his mother in the first film) and Arnold's reformed/reprogrammed bad guy is sent back by future John Connor to save the world by stopping Judgement Day.Arnold's Terminator is perfectly humanised through his interactions with Edward Furlong's young John Connor.The new prototype Terminator is played by Robert Patrick, with the same unsmiling face and lack of words. He portrays a menacing villain, drawing from Arnold's original performance of seven years earlier.T2, a 90's actioner through and through, is fantastic from the word go: spectacular action sequences that manage to be bigger and bolder than the first film - which is really saying something - some funny moments, a dash of sci-fi, a cool soundtrack, perfect storyline, and brilliant direction from James Cameron. (Side note: Arnie's best work is generally under Cameron's guidance.)",4 January 2024
rw9527861,ur152918286,tt0986264," Very touching from beginning to end
",9,"Taare Zameen Par is a very touching film about one of the most vulnerable and underrepresented groups: children with learning disabilities. In a modern world where everyone is expected to compete in society, neither family nor the school system is equipped to deal with those who fall behind. They would be treated as lazy and irresponsible, and their needs wouldn't be recognized.One of the things the film does well is showing us in detail the world Ishaan (Darsheel Safary) comes from, being the second kid of a working-class family, with a brother that excels at everything - being this the metric his parents use to measure Ishaan's success - further complicates things. Then there is the school system. With overcrowded classrooms and underprepared teachers, there is just so much to be done. Verbal abuse - and later on, physical abuse - are the only techniques they know.The film calls us to reflect further on the issue. We all know how Ishaan's story ends, but what about the thousands of other children who are trapped in the same school system the film tries to criticize?",29 December 2023
rw9462345,ur66504633,tt0986264," The children are our future
",6,"Drama from India directed by Aamir Khan who also plays the role of an arts teacher who discovers that the main actor, a boy with learning difficulties, has dyslexia.Very emotional movie, very manipulative in that aspect, with long sequences and some unnecessary, but Bollywood films have a tendency to be excessively long (this one lasts 2h45m). Analyzing the story, one realizes that it is unrealistic: only at the age of 9 does a miracle worker saint (not even the parents) discover the kid's error? A good family movie. It is a heartwarming and 'feel-good' movie with a very positive message, showing how things should be in education, unlike the 'robotized' for the masses educational system implemented around the world.",28 November 2023
rw9455811,ur171675049,tt0986264," nice movie
",10,"Taare Zameen Par is one of those rare Bollywood movies which you can watch innumerable number of times and would still cry as if watching for the first time. Aamir Khan along with Amole Gupte have created a masterpiece.Its just too much of a reminder of how miserable my childhood and adolescence were, and UNLIKE Ishaan who was at least blessed with a compassionate, understanding teacher like Nikumbh, who likely changed the entire direction and trajectory of his life, I never got that lucky, and everything that happened growing up, totally destroyed my life and any chance at an even half-way decent, happy future!",25 November 2023
rw9443852,ur45812214,tt0986264," One of Bollywood's best
",9,"The above statement is, of course, no faint praise, to say the least. India has an incredibly rich and diverse history of stellar features in all genres.This, however, as attested to by its prestigious spot on IMDb's Top 250 list, is a critical hit, and very much deserving, in my opinion.It tells a cozy, relatable and human story of hardships, humour and emotions. Everyone of the actors do an inredible job, and it is very career defining and very beautiful - some of the actors are the acting elite of Bollywood, so that is saying a lot, of course.The cinematography, cutting and editing is stellar, very much in tune with the director's style, and all around beautifully put together.Overall, indeed an incredible film, very much deserving of all its praise!",19 November 2023
rw9427362,ur123916026,tt0986264," An Inspiration to Protect children, including our inner one.
",8,"All the worst nightmares that can happen to a kid are showcased in this movie - fear of abandonment, abuse, loneliness, and comparison with his brilliant brother... That's why, the start of the movie is a real drama that revives your inner child.Since the moment that the solution to the problem appears, and Ishan (Darshell Safary) gets released from the world of nightmares he is living in, you can't do anything else than fall in love with the movie, and especially, with Ram (Aamir Khan).During the movie, there are also a lot of images of kids who seem not / prepared, instead showcasing the beauty, nature, and graze of a kid just living and enjoying life (in the restaurants, in the streets, in the school).Happens the same at the end, a large showcase of children playing is there. This made me feel the real purpose of this movie - to showcase the beauty of infants, and how we all have the responsibility to protect them - whoever are their origins, economic status or psychological conditions.",11 November 2023
rw9382685,ur163671993,tt0986264," Children are our angels and our teachers, gifts from the Almighty
",10,"An amazing and very deep film.A very pressing problem in our time is the upbringing and attitude towards children. Parents get married unconsciously, give birth to children without knowing why or why, because it's supposed to be so, because they need to prolong their family line, because they need to play with someone, because... infinite because. But is there any meaning in these words?This film clearly shows the tendency that the parents' eldest son does everything possible to please them, goes out of his way, he looks like all normal children. And he is always set as an example to the younger son, who has a different mindset, a different character and a completely different purpose, and they always scold him for not being like everyone else and in general it's strange that he is the younger brother of such a brilliant older son. And they simply abandon the child to the mercy of fate.Who are the teachers? Teachers in our schools, where do they send their children? What will they be taught there? It's simple, they are taught to be ordinary and ""normal"" in every sense of the word, or they will be made fearful and insecure, they will break their psyche with their insults and humiliations and make the children's horizons narrow. This is the kind of sacrifice that parents make for their children, who do not know and do not understand the essence of things on Earth. Therefore, the film is worth watching for all families, perhaps they will understand a lot for themselves and not make such mistakes, they will reconsider their lives and the lives of their loved ones. God willing!I really liked the story of the wonderful teacher Ram Shankar Nikumh, which he told Ishan's father about the islands on which local tribes do not cut down the trees that are in the way, but scold them, after which they wither in a couple of days. I will now use this story in my life.Everything would be so charming in the world if every school had teachers like Ram Nikum. We all have something to strive for. Kindness and love are the basics; without them, nothing will make sense. Love your children and your loved ones. And remember, they are the best and there are no others like them on Earth.",18 October 2023
rw9304027,ur156737096,tt0986264," Emotional rollercoaster!! :) :)
",10,"It's about a young boy named Ishaan who's struggling with dyslexia and feels like an outcast. The film beautifully portrays his journey of self-discovery and acceptance with such sensitivity and warmth. You'll laugh, you'll cry, and you'll feel a whole range of emotions.Aamir Khan, who also directs the film, delivers a knockout performance as Ishaan's art teacher, Ram Shankar Nikumbh. He brings so much heart and compassion to the character, and his chemistry with the young actor, Darsheel Safary, is pure magic. Darsheel's portrayal of Ishaan is incredibly moving and authentic. You can't help but root for him and feel every bit of his pain and triumph.The music in ""Taare Zameen Par"" is simply enchanting. Shankar-Ehsaan-Loy's compositions perfectly complement the film's themes and evoke a myriad of emotions. The songs like ""Maa"" and ""Bum Bum Bole"" will stay with you long after the movie ends.What really sets this film apart is its message. ""Taare Zameen Par"" celebrates the uniqueness of every child and sheds light on the importance of recognizing and nurturing their individual talents. It's a powerful reminder that every child deserves love, understanding, and a chance to shine.One thing I gotta mention is the breathtaking visuals. The way the film captures Ishaan's perspective and vivid imagination is mind-blowing. The use of colors, animation, and artistic elements adds another layer of beauty to the storytelling.",4 September 2023
rw9534900,ur162847419,tt0103064," One of the Citizen Kanes of Action
",10,"Hands down one of my favourite movies of all time, Terminator 2 is about as flawless & as perfect of an action movie as you can get. Not only is the action so good, the acting is also fantastic, the stunts are incredible, the direction is pitch perfect, the callbacks to it's predecessor feel earned, the effects are still brilliant & everyone in it is charming & likeable. Best action movie of all time, best sci-fi movie of all time, whatever you want to call it, there's no denying that it's a masterpiece in its own right. May the respect it got then & still gets today never die.A 10 out of 10.",1 January 2024
rw9518108,ur127792026,tt0103064," Greatest Movie Ever!!!
",10,"There is not a better action/sci-fi flick than T2. I saw this movie when I was 11 years old and was blown away. The effects in it were like nothing anybody has ever seen before and still rivals current movie special effects. This movie is a lot more than a display of Hollywood magic, however. It's cool in every way, from the dialogue (Hasta La Vista, Baby), to the music (Brad Fiedel score and a little bit of GN'R), and the story line. The cinematography, sound, acting by all involved (especially Arnold, that gives the performance of his career and Robert Patrick and his legendary portrayal of the T-1000), are all top notch. This movie is a masterpiece. If you have not seen it yet you're missing out. Nothing beats T2!",25 December 2023
rw9248614,ur23311516,tt0986264," To Teach Kids Means Knowing How To ""Step In Their Shoes"".
",9,"""Like Stars on Earth,"" also known as ""Taare Zameen Par,"" is an incredibly inspiring and heartwarming film directed by Aamir Khan, released in 2007. This Indian drama explores the struggles of a young boy named Ishaan who faces challenges in the traditional education system due to his dyslexia.The film delivers a powerful message about the importance of understanding and nurturing individual talents and strengths. Darsheel Safary's portrayal of Ishaan is both touching and authentic, capturing the frustration and vulnerability of a child who feels misunderstood. Aamir Khan's performance as Ram Shankar Nikumbh, the compassionate art teacher who recognizes Ishaan's potential, adds depth and emotion to the story.""Like Stars on Earth"" masterfully combines emotional storytelling with compelling visuals, showcasing the world from Ishaan's perspective. The use of colors, animation, and creative visuals effectively conveys the way Ishaan perceives the world around him, offering a unique cinematic experience.The film's music, composed by Shankar-Ehsaan-Loy, complements the narrative beautifully and enhances the emotional impact of the story. The song ""Maa"" is particularly moving, capturing the sentiments of both Ishaan and his mother.What sets ""Like Stars on Earth"" apart is its ability to create empathy and raise awareness about learning differences. It serves as a reminder that every child is unique and deserves a nurturing environment that helps them thrive. The film's positive message of acceptance, self-discovery, and the value of unconventional approaches to education is truly inspiring.In conclusion, ""Like Stars on Earth"" is an inspiring and heart-touching film that resonates with audiences of all ages. Its powerful performances, visually creative storytelling, and impactful message make it a must-watch for anyone who believes in the transformative power of understanding, compassion, and the pursuit of one's passions.",9 August 2023
rw9122240,ur52955911,tt0986264," Dyslexia, Inspiring, Empathize with weak
",9,"Commentary on movie, Taare Zameen ParThe disease of dyslexia was less known to most Indian households when this movie came in. It was new, and a kind of concept for movie ahead of its time.The acting done by Aamir Khan and Darsheel Safary was off the roof. It was absolutely convincing, and infact the parents role played by the actors was equally convincing.This movie shaked the parents from inside, which helped them to empathise more with their children, specially those who are weak mentally.It is said that, to solve a problem, we first need to identify what it is exactly. This movie enabled even the less educated class to become considerate of understanding ""mental weakness"" as a ""dyslexic disorder"".Movies do affect the society. And when a movie like this comes, it does help in believing in the movie culture.I'd treat dyslexic kids with more empathy and hence I think this is really helpful.",15 June 2023
